Year,Region,Hour,Fuel,value
2020,DK,25,H2,1.6666666666666667
2030,DK,25,H2,2.0833333333333335
2040,DK,25,H2,2.6041666666666665
2050,DK,25,H2,3.2552083333333335
2020,UK,25,H2,6.666666666666667
2030,UK,25,H2,8.333333333333334
2040,UK,25,H2,10.416666666666666
2050,UK,25,H2,13.020833333333334
2020,DE,25,Mobility,14.64
2030,DE,25,Mobility,16.836000000000002
2040,DE,25,Mobility,19.3614
2050,DE,25,Mobility,22.265610000000002
2020,FR,25,Mobility,12.200000000000001
2030,FR,25,Mobility,14.030000000000001
2040,FR,25,Mobility,16.134500000000003
2050,FR,25,Mobility,18.554675
2020,NO,25,Mobility,2.0130000000000003
2030,NO,25,Mobility,2.31495
2040,NO,25,Mobility,2.6621925
2050,NO,25,Mobility,3.0615213750000003
2020,DK,25,Mobility,2.196
2030,DK,25,Mobility,2.5254000000000003
2040,DK,25,Mobility,2.9042100000000004
2050,DK,25,Mobility,3.3398415
2020,UK,25,Mobility,10.98
2030,UK,25,Mobility,12.627
2040,UK,25,Mobility,14.52105
2050,UK,25,Mobility,16.6992075
2020,DE,25,Biomass,0.0
2030,DE,25,Biomass,0.0
2040,DE,25,Biomass,0.0
2050,DE,25,Biomass,0.0
2020,FR,25,Biomass,0.0
2030,FR,25,Biomass,0.0
2040,FR,25,Biomass,0.0
2050,FR,25,Biomass,0.0
2020,NO,25,Biomass,0.0
2030,NO,25,Biomass,0.0
2040,NO,25,Biomass,0.0
2050,NO,25,Biomass,0.0
2020,DK,25,Biomass,0.0
2030,DK,25,Biomass,0.0
2040,DK,25,Biomass,0.0
2050,DK,25,Biomass,0.0
2020,UK,25,Biomass,0.0
2030,UK,25,Biomass,0.0
2040,UK,25,Biomass,0.0
2050,UK,25,Biomass,0.0
2020,DE,26,Power,37.908
2030,DE,26,Power,41.6988
2040,DE,26,Power,45.86868
2050,DE,26,Power,50.455548
2020,FR,26,Power,64.4
2030,FR,26,Power,70.84
2040,FR,26,Power,77.924
2050,FR,26,Power,85.71640000000001
2020,NO,26,Power,17.71
2030,NO,26,Power,19.480999999999998
2040,NO,26,Power,21.4291
2050,NO,26,Power,23.572010000000002
2020,DK,26,Power,9.959999999999999
2030,DK,26,Power,10.956
2040,DK,26,Power,12.051599999999999
2050,DK,26,Power,13.256759999999998
2020,UK,26,Power,27.432000000000002
2030,UK,26,Power,30.1752
2040,UK,26,Power,33.19272
2050,UK,26,Power,36.511992
2020,DE,26,Heat,45.431999999999995
2030,DE,26,Heat,47.703599999999994
2040,DE,26,Heat,50.08878
2050,DE,26,Heat,52.593219
2020,FR,26,Heat,20.904000000000003
2030,FR,26,Heat,21.9492
2040,FR,26,Heat,23.046660000000003
2050,FR,26,Heat,24.198993000000005
2020,NO,26,Heat,6.32
2030,NO,26,Heat,6.636000000000001
2040,NO,26,Heat,6.9678
2050,NO,26,Heat,7.316190000000001
2020,DK,26,Heat,19.704
2030,DK,26,Heat,20.6892
2040,DK,26,Heat,21.723660000000002
2050,DK,26,Heat,22.809843
2020,UK,26,Heat,53.785000000000004
2030,UK,26,Heat,56.474250000000005
2040,UK,26,Heat,59.297962500000004
2050,UK,26,Heat,62.262860625
2020,DE,26,Coal,0.0
2030,DE,26,Coal,0.0
2040,DE,26,Coal,0.0
2050,DE,26,Coal,0.0
2020,FR,26,Coal,0.0
2030,FR,26,Coal,0.0
2040,FR,26,Coal,0.0
2050,FR,26,Coal,0.0
2020,NO,26,Coal,0.0
2030,NO,26,Coal,0.0
2040,NO,26,Coal,0.0
2050,NO,26,Coal,0.0
2020,DK,26,Coal,0.0
2030,DK,26,Coal,0.0
2040,DK,26,Coal,0.0
2050,DK,26,Coal,0.0
2020,UK,26,Coal,0.0
2030,UK,26,Coal,0.0
2040,UK,26,Coal,0.0
2050,UK,26,Coal,0.0
2020,DE,26,Gas,0.0
2030,DE,26,Gas,0.0
2040,DE,26,Gas,0.0
2050,DE,26,Gas,0.0
2020,FR,26,Gas,0.0
2030,FR,26,Gas,0.0
2040,FR,26,Gas,0.0
2050,FR,26,Gas,0.0
2020,NO,26,Gas,0.0
2030,NO,26,Gas,0.0
2040,NO,26,Gas,0.0
2050,NO,26,Gas,0.0
2020,DK,26,Gas,0.0
2030,DK,26,Gas,0.0
2040,DK,26,Gas,0.0
2050,DK,26,Gas,0.0
2020,UK,26,Gas,0.0
2030,UK,26,Gas,0.0
2040,UK,26,Gas,0.0
2050,UK,26,Gas,0.0
2020,DE,26,H2,10.0
2030,DE,26,H2,12.5
2040,DE,26,H2,15.625
2050,DE,26,H2,19.53125
2020,FR,26,H2,8.333333333333334
2030,FR,26,H2,10.416666666666666
2040,FR,26,H2,13.020833333333334
2050,FR,26,H2,16.276041666666668
2020,NO,26,H2,2.5
2030,NO,26,H2,3.125
2040,NO,26,H2,3.90625
2050,NO,26,H2,4.8828125
2020,DK,26,H2,1.6666666666666667
2030,DK,26,H2,2.0833333333333335
2040,DK,26,H2,2.6041666666666665
2050,DK,26,H2,3.2552083333333335
2020,UK,26,H2,6.666666666666667
2030,UK,26,H2,8.333333333333334
2040,UK,26,H2,10.416666666666666
2050,UK,26,H2,13.020833333333334
2020,DE,26,Mobility,11.207999999999998
2030,DE,26,Mobility,12.889199999999999
2040,DE,26,Mobility,14.822579999999999
2050,DE,26,Mobility,17.045966999999997
2020,FR,26,Mobility,9.34
2030,FR,26,Mobility,10.741
2040,FR,26,Mobility,12.35215
2050,FR,26,Mobility,14.204972499999998
2020,NO,26,Mobility,1.5411
2030,NO,26,Mobility,1.772265
2040,NO,26,Mobility,2.03810475
2050,NO,26,Mobility,2.3438204625
2020,DK,26,Mobility,1.6811999999999998
2030,DK,26,Mobility,1.9333799999999999
2040,DK,26,Mobility,2.223387
2050,DK,26,Mobility,2.5568950499999996
2020,UK,26,Mobility,8.405999999999999
2030,UK,26,Mobility,9.6669
2040,UK,26,Mobility,11.116935
2050,UK,26,Mobility,12.784475249999998
2020,DE,26,Biomass,0.0
2030,DE,26,Biomass,0.0
2040,DE,26,Biomass,0.0
2050,DE,26,Biomass,0.0
2020,FR,26,Biomass,0.0
2030,FR,26,Biomass,0.0
2040,FR,26,Biomass,0.0
2050,FR,26,Biomass,0.0
2020,NO,26,Biomass,0.0
2030,NO,26,Biomass,0.0
2040,NO,26,Biomass,0.0
2050,NO,26,Biomass,0.0
2020,DK,26,Biomass,0.0
2030,DK,26,Biomass,0.0
2040,DK,26,Biomass,0.0
2050,DK,26,Biomass,0.0
2020,UK,26,Biomass,0.0
2030,UK,26,Biomass,0.0
2040,UK,26,Biomass,0.0
2050,UK,26,Biomass,0.0
2020,DE,27,Power,34.128
2030,DE,27,Power,37.540800000000004
2040,DE,27,Power,41.29488
2050,DE,27,Power,45.42436800000001
2020,FR,27,Power,55.55
2030,FR,27,Power,61.105000000000004
2040,FR,27,Power,67.2155
2050,FR,27,Power,73.93705
2020,NO,27,Power,16.338
2030,NO,27,Power,17.971799999999998
2040,NO,27,Power,19.76898
2050,NO,27,Power,21.745878
2020,DK,27,Power,8.927999999999999
2030,DK,27,Power,9.8208
2040,DK,27,Power,10.80288
2050,DK,27,Power,11.883168
2020,UK,27,Power,28.053
2030,UK,27,Power,30.8583
2040,UK,27,Power,33.94413
2050,UK,27,Power,37.338543
2020,DE,27,Heat,41.112
2030,DE,27,Heat,43.1676
2040,DE,27,Heat,45.32598
2050,DE,27,Heat,47.592279
2020,FR,27,Heat,21.395999999999997
2030,FR,27,Heat,22.465799999999998
2040,FR,27,Heat,23.58909
2050,FR,27,Heat,24.7685445
2020,NO,27,Heat,6.343999999999999
2030,NO,27,Heat,6.6612
2040,NO,27,Heat,6.99426
2050,NO,27,Heat,7.343973
2020,DK,27,Heat,19.848
2030,DK,27,Heat,20.8404
2040,DK,27,Heat,21.88242
2050,DK,27,Heat,22.976541
2020,UK,27,Heat,54.963
2030,UK,27,Heat,57.711149999999996
2040,UK,27,Heat,60.5967075
2050,UK,27,Heat,63.62654287499999
2020,DE,27,Coal,0.0
2030,DE,27,Coal,0.0
2040,DE,27,Coal,0.0
2050,DE,27,Coal,0.0
2020,FR,27,Coal,0.0
2030,FR,27,Coal,0.0
2040,FR,27,Coal,0.0
2050,FR,27,Coal,0.0
2020,NO,27,Coal,0.0
2030,NO,27,Coal,0.0
2040,NO,27,Coal,0.0
2050,NO,27,Coal,0.0
2020,DK,27,Coal,0.0
2030,DK,27,Coal,0.0
2040,DK,27,Coal,0.0
2050,DK,27,Coal,0.0
2020,UK,27,Coal,0.0
2030,UK,27,Coal,0.0
2040,UK,27,Coal,0.0
2050,UK,27,Coal,0.0
2020,DE,27,Gas,0.0
2030,DE,27,Gas,0.0
2040,DE,27,Gas,0.0
2050,DE,27,Gas,0.0
2020,FR,27,Gas,0.0
2030,FR,27,Gas,0.0
2040,FR,27,Gas,0.0
2050,FR,27,Gas,0.0
2020,NO,27,Gas,0.0
2030,NO,27,Gas,0.0
2040,NO,27,Gas,0.0
2050,NO,27,Gas,0.0
2020,DK,27,Gas,0.0
2030,DK,27,Gas,0.0
2040,DK,27,Gas,0.0
2050,DK,27,Gas,0.0
2020,UK,27,Gas,0.0
2030,UK,27,Gas,0.0
2040,UK,27,Gas,0.0
2050,UK,27,Gas,0.0
2020,DE,27,H2,10.0
2030,DE,27,H2,12.5
2040,DE,27,H2,15.625
2050,DE,27,H2,19.53125
2020,FR,27,H2,8.333333333333334
2030,FR,27,H2,10.416666666666666
2040,FR,27,H2,13.020833333333334
2050,FR,27,H2,16.276041666666668
2020,NO,27,H2,2.5
2030,NO,27,H2,3.125
2040,NO,27,H2,3.90625
2050,NO,27,H2,4.8828125
2020,DK,27,H2,1.6666666666666667
2030,DK,27,H2,2.0833333333333335
2040,DK,27,H2,2.6041666666666665
2050,DK,27,H2,3.2552083333333335
2020,UK,27,H2,6.666666666666667
2030,UK,27,H2,8.333333333333334
2040,UK,27,H2,10.416666666666666
2050,UK,27,H2,13.020833333333334
2020,DE,27,Mobility,10.728
2030,DE,27,Mobility,12.3372
2040,DE,27,Mobility,14.18778
2050,DE,27,Mobility,16.315947
2020,FR,27,Mobility,8.94
2030,FR,27,Mobility,10.281
2040,FR,27,Mobility,11.82315
2050,FR,27,Mobility,13.5966225
2020,NO,27,Mobility,1.4751
2030,NO,27,Mobility,1.696365
2040,NO,27,Mobility,1.95081975
2050,NO,27,Mobility,2.2434427125000003
2020,DK,27,Mobility,1.6092
2030,DK,27,Mobility,1.8505800000000001
2040,DK,27,Mobility,2.128167
2050,DK,27,Mobility,2.44739205
2020,UK,27,Mobility,8.046
2030,UK,27,Mobility,9.2529
2040,UK,27,Mobility,10.640835
2050,UK,27,Mobility,12.23696025
2020,DE,27,Biomass,0.0
2030,DE,27,Biomass,0.0
2040,DE,27,Biomass,0.0
2050,DE,27,Biomass,0.0
2020,FR,27,Biomass,0.0
2030,FR,27,Biomass,0.0
2040,FR,27,Biomass,0.0
2050,FR,27,Biomass,0.0
2020,NO,27,Biomass,0.0
2030,NO,27,Biomass,0.0
2040,NO,27,Biomass,0.0
2050,NO,27,Biomass,0.0
2020,DK,27,Biomass,0.0
2030,DK,27,Biomass,0.0
2040,DK,27,Biomass,0.0
2050,DK,27,Biomass,0.0
2020,UK,27,Biomass,0.0
2030,UK,27,Biomass,0.0
2040,UK,27,Biomass,0.0
2050,UK,27,Biomass,0.0
2020,DE,28,Power,35.208
2030,DE,28,Power,38.7288
2040,DE,28,Power,42.60168
2050,DE,28,Power,46.86184800000001
2020,FR,28,Power,54.599999999999994
2030,FR,28,Power,60.059999999999995
2040,FR,28,Power,66.06599999999999
2050,FR,28,Power,72.67259999999999
2020,NO,28,Power,15.47
2030,NO,28,Power,17.017
2040,NO,28,Power,18.718700000000002
2050,NO,28,Power,20.590570000000003
2020,DK,28,Power,8.4
2030,DK,28,Power,9.24
2040,DK,28,Power,10.164000000000001
2050,DK,28,Power,11.1804
2020,UK,28,Power,29.781
2030,UK,28,Power,32.7591
2040,UK,28,Power,36.03501
2050,UK,28,Power,39.638510999999994
2020,DE,28,Heat,34.488
2030,DE,28,Heat,36.2124
2040,DE,28,Heat,38.02302
2050,DE,28,Heat,39.924171
2020,FR,28,Heat,19.848
2030,FR,28,Heat,20.8404
2040,FR,28,Heat,21.88242
2050,FR,28,Heat,22.976541
2020,NO,28,Heat,6.012
2030,NO,28,Heat,6.3126
2040,NO,28,Heat,6.62823
2050,NO,28,Heat,6.9596415
2020,DK,28,Heat,18.648
2030,DK,28,Heat,19.5804
2040,DK,28,Heat,20.55942
2050,DK,28,Heat,21.587391
2020,UK,28,Heat,51.025999999999996
2030,UK,28,Heat,53.577299999999994
2040,UK,28,Heat,56.256164999999996
2050,UK,28,Heat,59.06897324999999
2020,DE,28,Coal,0.0
2030,DE,28,Coal,0.0
2040,DE,28,Coal,0.0
2050,DE,28,Coal,0.0
2020,FR,28,Coal,0.0
2030,FR,28,Coal,0.0
2040,FR,28,Coal,0.0
2050,FR,28,Coal,0.0
2020,NO,28,Coal,0.0
2030,NO,28,Coal,0.0
2040,NO,28,Coal,0.0
2050,NO,28,Coal,0.0
2020,DK,28,Coal,0.0
2030,DK,28,Coal,0.0
2040,DK,28,Coal,0.0
2050,DK,28,Coal,0.0
2020,UK,28,Coal,0.0
2030,UK,28,Coal,0.0
2040,UK,28,Coal,0.0
2050,UK,28,Coal,0.0
2020,DE,28,Gas,0.0
2030,DE,28,Gas,0.0
2040,DE,28,Gas,0.0
2050,DE,28,Gas,0.0
2020,FR,28,Gas,0.0
2030,FR,28,Gas,0.0
2040,FR,28,Gas,0.0
2050,FR,28,Gas,0.0
2020,NO,28,Gas,0.0
2030,NO,28,Gas,0.0
2040,NO,28,Gas,0.0
2050,NO,28,Gas,0.0
2020,DK,28,Gas,0.0
2030,DK,28,Gas,0.0
2040,DK,28,Gas,0.0
2050,DK,28,Gas,0.0
2020,UK,28,Gas,0.0
2030,UK,28,Gas,0.0
2040,UK,28,Gas,0.0
2050,UK,28,Gas,0.0
2020,DE,28,H2,10.0
2030,DE,28,H2,12.5
2040,DE,28,H2,15.625
2050,DE,28,H2,19.53125
2020,FR,28,H2,8.333333333333334
2030,FR,28,H2,10.416666666666666
2040,FR,28,H2,13.020833333333334
2050,FR,28,H2,16.276041666666668
2020,NO,28,H2,2.5
2030,NO,28,H2,3.125
2040,NO,28,H2,3.90625
2050,NO,28,H2,4.8828125
2020,DK,28,H2,1.6666666666666667
2030,DK,28,H2,2.0833333333333335
2040,DK,28,H2,2.6041666666666665
2050,DK,28,H2,3.2552083333333335
2020,UK,28,H2,6.666666666666667
2030,UK,28,H2,8.333333333333334
2040,UK,28,H2,10.416666666666666
2050,UK,28,H2,13.020833333333334
2020,DE,28,Mobility,10.26
2030,DE,28,Mobility,11.799000000000001
2040,DE,28,Mobility,13.568850000000001
2050,DE,28,Mobility,15.6041775
2020,FR,28,Mobility,8.55
2030,FR,28,Mobility,9.8325
2040,FR,28,Mobility,11.307375
2050,FR,28,Mobility,13.00348125
2020,NO,28,Mobility,1.41075
2030,NO,28,Mobility,1.6223625000000002
2040,NO,28,Mobility,1.8657168750000002
2050,NO,28,Mobility,2.14557440625
2020,DK,28,Mobility,1.5390000000000001
2030,DK,28,Mobility,1.7698500000000001
2040,DK,28,Mobility,2.0353275
2050,DK,28,Mobility,2.340626625
2020,UK,28,Mobility,7.695
2030,UK,28,Mobility,8.84925
2040,UK,28,Mobility,10.1766375
2050,UK,28,Mobility,11.703133124999999
2020,DE,28,Biomass,0.0
2030,DE,28,Biomass,0.0
2040,DE,28,Biomass,0.0
2050,DE,28,Biomass,0.0
2020,FR,28,Biomass,0.0
2030,FR,28,Biomass,0.0
2040,FR,28,Biomass,0.0
2050,FR,28,Biomass,0.0
2020,NO,28,Biomass,0.0
2030,NO,28,Biomass,0.0
2040,NO,28,Biomass,0.0
2050,NO,28,Biomass,0.0
2020,DK,28,Biomass,0.0
2030,DK,28,Biomass,0.0
2040,DK,28,Biomass,0.0
2050,DK,28,Biomass,0.0
2020,UK,28,Biomass,0.0
2030,UK,28,Biomass,0.0
2040,UK,28,Biomass,0.0
2050,UK,28,Biomass,0.0
2020,DE,29,Power,31.031999999999996
2030,DE,29,Power,34.1352
2040,DE,29,Power,37.548719999999996
2050,DE,29,Power,41.303592
2020,FR,29,Power,52.5
2030,FR,29,Power,57.75000000000001
2040,FR,29,Power,63.525000000000006
2050,FR,29,Power,69.8775
2020,NO,29,Power,13.692
2030,NO,29,Power,15.061200000000001
2040,NO,29,Power,16.567320000000002
2050,NO,29,Power,18.224052
2020,DK,29,Power,7.192
2030,DK,29,Power,7.9112
2040,DK,29,Power,8.70232
2050,DK,29,Power,9.572552
2020,UK,29,Power,28.08
2030,UK,29,Power,30.887999999999998
2040,UK,29,Power,33.9768
2050,UK,29,Power,37.37448
2020,DE,29,Heat,24.336000000000002
2030,DE,29,Heat,25.5528
2040,DE,29,Heat,26.830440000000003
2050,DE,29,Heat,28.171962
2020,FR,29,Heat,17.94
2030,FR,29,Heat,18.837
2040,FR,29,Heat,19.77885
2050,FR,29,Heat,20.767792500000002
2020,NO,29,Heat,5.668
2030,NO,29,Heat,5.9514000000000005
2040,NO,29,Heat,6.24897
2050,NO,29,Heat,6.5614185
2020,DK,29,Heat,17.400000000000002
2030,DK,29,Heat,18.27
2040,DK,29,Heat,19.183500000000002
2050,DK,29,Heat,20.142675000000004
2020,UK,29,Heat,46.097
2030,UK,29,Heat,48.401849999999996
2040,UK,29,Heat,50.8219425
2050,UK,29,Heat,53.363039625
2020,DE,29,Coal,0.0
2030,DE,29,Coal,0.0
2040,DE,29,Coal,0.0
2050,DE,29,Coal,0.0
2020,FR,29,Coal,0.0
2030,FR,29,Coal,0.0
2040,FR,29,Coal,0.0
2050,FR,29,Coal,0.0
2020,NO,29,Coal,0.0
2030,NO,29,Coal,0.0
2040,NO,29,Coal,0.0
2050,NO,29,Coal,0.0
2020,DK,29,Coal,0.0
2030,DK,29,Coal,0.0
2040,DK,29,Coal,0.0
2050,DK,29,Coal,0.0
2020,UK,29,Coal,0.0
2030,UK,29,Coal,0.0
2040,UK,29,Coal,0.0
2050,UK,29,Coal,0.0
2020,DE,29,Gas,0.0
2030,DE,29,Gas,0.0
2040,DE,29,Gas,0.0
2050,DE,29,Gas,0.0
2020,FR,29,Gas,0.0
2030,FR,29,Gas,0.0
2040,FR,29,Gas,0.0
2050,FR,29,Gas,0.0
2020,NO,29,Gas,0.0
2030,NO,29,Gas,0.0
2040,NO,29,Gas,0.0
2050,NO,29,Gas,0.0
2020,DK,29,Gas,0.0
2030,DK,29,Gas,0.0
2040,DK,29,Gas,0.0
2050,DK,29,Gas,0.0
2020,UK,29,Gas,0.0
2030,UK,29,Gas,0.0
2040,UK,29,Gas,0.0
2050,UK,29,Gas,0.0
2020,DE,29,H2,10.0
2030,DE,29,H2,12.5
2040,DE,29,H2,15.625
2050,DE,29,H2,19.53125
2020,FR,29,H2,8.333333333333334
2030,FR,29,H2,10.416666666666666
2040,FR,29,H2,13.020833333333334
2050,FR,29,H2,16.276041666666668
2020,NO,29,H2,2.5
2030,NO,29,H2,3.125
2040,NO,29,H2,3.90625
2050,NO,29,H2,4.8828125
2020,DK,29,H2,1.6666666666666667
2030,DK,29,H2,2.0833333333333335
2040,DK,29,H2,2.6041666666666665
2050,DK,29,H2,3.2552083333333335
2020,UK,29,H2,6.666666666666667
2030,UK,29,H2,8.333333333333334
2040,UK,29,H2,10.416666666666666
2050,UK,29,H2,13.020833333333334
2020,DE,29,Mobility,11.688
2030,DE,29,Mobility,13.4412
2040,DE,29,Mobility,15.45738
2050,DE,29,Mobility,17.775987
2020,FR,29,Mobility,9.74
2030,FR,29,Mobility,11.201
2040,FR,29,Mobility,12.88115
2050,FR,29,Mobility,14.8133225
2020,NO,29,Mobility,1.6071
2030,NO,29,Mobility,1.848165
2040,NO,29,Mobility,2.12538975
2050,NO,29,Mobility,2.4441982125000004
2020,DK,29,Mobility,1.7532
2030,DK,29,Mobility,2.01618
2040,DK,29,Mobility,2.318607
2050,DK,29,Mobility,2.66639805
2020,UK,29,Mobility,8.766
2030,UK,29,Mobility,10.0809
2040,UK,29,Mobility,11.593035
2050,UK,29,Mobility,13.33199025
2020,DE,29,Biomass,0.0
2030,DE,29,Biomass,0.0
2040,DE,29,Biomass,0.0
2050,DE,29,Biomass,0.0
2020,FR,29,Biomass,0.0
2030,FR,29,Biomass,0.0
2040,FR,29,Biomass,0.0
2050,FR,29,Biomass,0.0
2020,NO,29,Biomass,0.0
2030,NO,29,Biomass,0.0
2040,NO,29,Biomass,0.0
2050,NO,29,Biomass,0.0
2020,DK,29,Biomass,0.0
2030,DK,29,Biomass,0.0
2040,DK,29,Biomass,0.0
2050,DK,29,Biomass,0.0
2020,UK,29,Biomass,0.0
2030,UK,29,Biomass,0.0
2040,UK,29,Biomass,0.0
2050,UK,29,Biomass,0.0
2020,DE,30,Power,34.92
2030,DE,30,Power,38.412
2040,DE,30,Power,42.2532
2050,DE,30,Power,46.47852
2020,FR,30,Power,55.5
2030,FR,30,Power,61.050000000000004
2040,FR,30,Power,67.155
2050,FR,30,Power,73.8705
2020,NO,30,Power,13.468
2030,NO,30,Power,14.8148
2040,NO,30,Power,16.29628
2050,NO,30,Power,17.925908
2020,DK,30,Power,7.576
2030,DK,30,Power,8.333599999999999
2040,DK,30,Power,9.16696
2050,DK,30,Power,10.083656
2020,UK,30,Power,29.538
2030,UK,30,Power,32.4918
2040,UK,30,Power,35.74098
2050,UK,30,Power,39.315078
2020,DE,30,Heat,18.684
2030,DE,30,Heat,19.6182
2040,DE,30,Heat,20.59911
2050,DE,30,Heat,21.6290655
2020,FR,30,Heat,12.600000000000001
2030,FR,30,Heat,13.23
2040,FR,30,Heat,13.8915
2050,FR,30,Heat,14.586075000000001
2020,NO,30,Heat,4.208
2030,NO,30,Heat,4.4184
2040,NO,30,Heat,4.63932
2050,NO,30,Heat,4.8712860000000004
2020,DK,30,Heat,12.792
2030,DK,30,Heat,13.4316
2040,DK,30,Heat,14.103179999999998
2050,DK,30,Heat,14.808339
2020,UK,30,Heat,33.542
2030,UK,30,Heat,35.2191
2040,UK,30,Heat,36.980055
2050,UK,30,Heat,38.82905775
2020,DE,30,Coal,0.0
2030,DE,30,Coal,0.0
2040,DE,30,Coal,0.0
2050,DE,30,Coal,0.0
2020,FR,30,Coal,0.0
2030,FR,30,Coal,0.0
2040,FR,30,Coal,0.0
2050,FR,30,Coal,0.0
2020,NO,30,Coal,0.0
2030,NO,30,Coal,0.0
2040,NO,30,Coal,0.0
2050,NO,30,Coal,0.0
2020,DK,30,Coal,0.0
2030,DK,30,Coal,0.0
2040,DK,30,Coal,0.0
2050,DK,30,Coal,0.0
2020,UK,30,Coal,0.0
2030,UK,30,Coal,0.0
2040,UK,30,Coal,0.0
2050,UK,30,Coal,0.0
2020,DE,30,Gas,0.0
2030,DE,30,Gas,0.0
2040,DE,30,Gas,0.0
2050,DE,30,Gas,0.0
2020,FR,30,Gas,0.0
2030,FR,30,Gas,0.0
2040,FR,30,Gas,0.0
2050,FR,30,Gas,0.0
2020,NO,30,Gas,0.0
2030,NO,30,Gas,0.0
2040,NO,30,Gas,0.0
2050,NO,30,Gas,0.0
2020,DK,30,Gas,0.0
2030,DK,30,Gas,0.0
2040,DK,30,Gas,0.0
2050,DK,30,Gas,0.0
2020,UK,30,Gas,0.0
2030,UK,30,Gas,0.0
2040,UK,30,Gas,0.0
2050,UK,30,Gas,0.0
2020,DE,30,H2,10.0
2030,DE,30,H2,12.5
2040,DE,30,H2,15.625
2050,DE,30,H2,19.53125
2020,FR,30,H2,8.333333333333334
2030,FR,30,H2,10.416666666666666
2040,FR,30,H2,13.020833333333334
2050,FR,30,H2,16.276041666666668
2020,NO,30,H2,2.5
2030,NO,30,H2,3.125
2040,NO,30,H2,3.90625
2050,NO,30,H2,4.8828125
2020,DK,30,H2,1.6666666666666667
2030,DK,30,H2,2.0833333333333335
2040,DK,30,H2,2.6041666666666665
2050,DK,30,H2,3.2552083333333335
2020,UK,30,H2,6.666666666666667
2030,UK,30,H2,8.333333333333334
2040,UK,30,H2,10.416666666666666
2050,UK,30,H2,13.020833333333334
2020,DE,30,Mobility,13.152
2030,DE,30,Mobility,15.124799999999999
2040,DE,30,Mobility,17.39352
2050,DE,30,Mobility,20.002547999999997
2020,FR,30,Mobility,10.959999999999999
2030,FR,30,Mobility,12.604
2040,FR,30,Mobility,14.494599999999998
2050,FR,30,Mobility,16.668789999999998
2020,NO,30,Mobility,1.8083999999999998
2030,NO,30,Mobility,2.07966
2040,NO,30,Mobility,2.391609
2050,NO,30,Mobility,2.7503503499999997
2020,DK,30,Mobility,1.9727999999999999
2030,DK,30,Mobility,2.2687199999999996
2040,DK,30,Mobility,2.609028
2050,DK,30,Mobility,3.0003821999999998
2020,UK,30,Mobility,9.863999999999999
2030,UK,30,Mobility,11.343599999999999
2040,UK,30,Mobility,13.04514
2050,UK,30,Mobility,15.001910999999998
2020,DE,30,Biomass,0.0
2030,DE,30,Biomass,0.0
2040,DE,30,Biomass,0.0
2050,DE,30,Biomass,0.0
2020,FR,30,Biomass,0.0
2030,FR,30,Biomass,0.0
2040,FR,30,Biomass,0.0
2050,FR,30,Biomass,0.0
2020,NO,30,Biomass,0.0
2030,NO,30,Biomass,0.0
2040,NO,30,Biomass,0.0
2050,NO,30,Biomass,0.0
2020,DK,30,Biomass,0.0
2030,DK,30,Biomass,0.0
2040,DK,30,Biomass,0.0
2050,DK,30,Biomass,0.0
2020,UK,30,Biomass,0.0
2030,UK,30,Biomass,0.0
2040,UK,30,Biomass,0.0
2050,UK,30,Biomass,0.0
2020,DE,31,Power,34.74
2030,DE,31,Power,38.214000000000006
2040,DE,31,Power,42.0354
2050,DE,31,Power,46.23894000000001
2020,FR,31,Power,53.699999999999996
2030,FR,31,Power,59.07
2040,FR,31,Power,64.977
2050,FR,31,Power,71.4747
2020,NO,31,Power,12.866
2030,NO,31,Power,14.1526
2040,NO,31,Power,15.56786
2050,NO,31,Power,17.124646000000002
2020,DK,31,Power,6.688
2030,DK,31,Power,7.3568
2040,DK,31,Power,8.09248
2050,DK,31,Power,8.901727999999999
2020,UK,31,Power,28.053
2030,UK,31,Power,30.8583
2040,UK,31,Power,33.94413
2050,UK,31,Power,37.338543
2020,DE,31,Heat,10.404
2030,DE,31,Heat,10.9242
2040,DE,31,Heat,11.470410000000001
2050,DE,31,Heat,12.0439305
2020,FR,31,Heat,8.028
2030,FR,31,Heat,8.4294
2040,FR,31,Heat,8.85087
2050,FR,31,Heat,9.2934135
2020,NO,31,Heat,2.876
2030,NO,31,Heat,3.0198
2040,NO,31,Heat,3.17079
2050,NO,31,Heat,3.3293295
2020,DK,31,Heat,8.676
2030,DK,31,Heat,9.1098
2040,DK,31,Heat,9.565290000000001
2050,DK,31,Heat,10.0435545
2020,UK,31,Heat,22.660999999999998
2030,UK,31,Heat,23.79405
2040,UK,31,Heat,24.983752499999998
2050,UK,31,Heat,26.232940125
2020,DE,31,Coal,0.0
2030,DE,31,Coal,0.0
2040,DE,31,Coal,0.0
2050,DE,31,Coal,0.0
2020,FR,31,Coal,0.0
2030,FR,31,Coal,0.0
2040,FR,31,Coal,0.0
2050,FR,31,Coal,0.0
2020,NO,31,Coal,0.0
2030,NO,31,Coal,0.0
2040,NO,31,Coal,0.0
2050,NO,31,Coal,0.0
2020,DK,31,Coal,0.0
2030,DK,31,Coal,0.0
2040,DK,31,Coal,0.0
2050,DK,31,Coal,0.0
2020,UK,31,Coal,0.0
2030,UK,31,Coal,0.0
2040,UK,31,Coal,0.0
2050,UK,31,Coal,0.0
2020,DE,31,Gas,0.0
2030,DE,31,Gas,0.0
